,Player,GM,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,club,year
12,"Holland, Brodie",21,8.619047619,2.904761905,2.714285714,11.33333333,1.333333333,0.904761905,0,1.238095238,0.761904762,3.047619048,1.142857143,0.619047619,0.904761905,0.380952381,0.047619048,4.523809524,7.19047619,0.142857143,0.666666667,0.714285714,0.380952381,COL,2001
13,"Steinfort, Carl",18,7.222222222,3.277777778,5.055555556,12.27777778,0.222222222,0.111111111,0.333333333,2.666666667,0.5,1.611111111,1.444444444,0.777777778,0.666666667,0.944444444,0,4.388888889,8.333333333,0.444444444,0.277777778,1.944444444,0.055555556,COL,2001
14,"Wakelin, Shane",21,6.285714286,2.761904762,3.380952381,9.666666667,0,0,0.238095238,1,2.142857143,0.476190476,0.523809524,0.904761905,0.904761905,0.761904762,0,3.666666667,5.952380952,0.428571429,0.047619048,1.285714286,0.571428571,COL,2001
15,"Johnson, Ben",16,7.25,2.25,4.375,11.625,0.1875,0.5,0.0625,1.3125,1.5,2.25,1.0625,1.125,0.5,0.5,0,3.5625,8.1875,0,0.125,0.625,0.4375,COL,2001
16,"Dimattina, Andrew",16,7.25,3.375,3.25,10.5,0.125,0.1875,0,2.25,1.9375,1,1.25,0.875,0.75,1,0,3.75,6.5,0.125,0.25,1.4375,0.4375,COL,2001
17,"Lane, Tyson",14,8.285714286,2.857142857,3.142857143,11.42857143,0.285714286,0.285714286,0.071428571,1.214285714,1.5,2.142857143,0.571428571,1.428571429,0.642857143,0.428571429,0,3.857142857,7.5,0.142857143,0.357142857,1.142857143,0.5,COL,2001
18,"Betheras, Rupert",14,5.642857143,2.857142857,5.714285714,11.35714286,0.214285714,0.214285714,0,2,0.928571429,1.571428571,1.5,1,0.857142857,0.642857143,0,4.142857143,6.928571429,0.357142857,0.285714286,1.428571429,0.142857143,COL,2001
19,"Richardson, Mark",14,6.928571429,3.714285714,4.357142857,11.28571429,0.142857143,0,1.714285714,0.428571429,1.357142857,1.714285714,1,0.928571429,1.357142857,1,0,5.5,5.857142857,1.142857143,0.071428571,1.285714286,0.214285714,COL,2001
20,"McKee, Steven",14,3.714285714,2.857142857,7.357142857,11.07142857,0.357142857,0,8.714285714,1.857142857,0.571428571,1.285714286,2.285714286,1.071428571,0.857142857,1.142857143,0,6.5,4.5,0.642857143,0.142857143,1.571428571,0.071428571,COL,2001
21,"Prestigiacomo, Simon",21,3.761904762,1.571428571,3.523809524,7.285714286,0,0.047619048,0.142857143,1,1.619047619,0.380952381,0.571428571,0.523809524,0.666666667,0.095238095,0,3.523809524,3.428571429,0.285714286,0,1.666666667,0,COL,2001
22,"Rintoul, Chad",11,8.545454545,4.181818182,4.181818182,12.72727273,0.363636364,0.181818182,0,1,0.909090909,2.454545455,0.454545455,1.272727273,0.545454545,0.363636364,0.272727273,3.090909091,9.636363636,0.454545455,0.181818182,0.909090909,0.545454545,COL,2001
23,"Davis, Leon",18,5.888888889,1.777777778,1.388888889,7.277777778,1.166666667,0.666666667,0,0.888888889,0.444444444,1.333333333,0.388888889,0.722222222,0.611111111,0.388888889,0,3.555555556,3.722222222,0.222222222,0.722222222,1.111111111,0.444444444,COL,2001
24,"Burns, Scott",8,6.625,3.875,9.25,15.875,0.5,0.125,0.25,1.375,1.625,2.25,3.25,0.875,0.625,0.375,0.125,6.625,9.75,0,0.25,0.625,0,COL,2001
25,"Kinnear, Ben",8,7.875,3.75,5.375,13.25,0.375,0,1,0.875,1.5,1.5,1.5,0.875,0.25,0.875,0.375,5.5,8.125,1,0.375,1,0.125,COL,2001
26,"Scotland, Heath",2,9.5,4.5,8,17.5,0,0.5,0,0.5,3,1,1.5,2,0.5,0,0,7.5,10.5,1,0,1,1,COL,2001
27,"Ukovic, Andrew",5,4.8,2.6,1.6,6.4,0.4,0.8,0,0.8,1.4,1.6,1,0.4,0,0.2,0,1.2,5.2,0.2,0.2,0.4,1.6,COL,2001
28,"Didak, Alan",5,3.8,2,1.8,5.6,0.6,0,0,0.4,1,1,0,0,0.2,0.6,0,1.8,3.8,0.2,0.4,0.8,0.4,COL,2001
29,"Hill, Andrew",1,4,2,3,7,0,0,1,0,0,1,0,2,2,1,0,5,3,0,0,0,0,COL,2001
30,"Shaw, Rhyce",1,5,2,2,7,0,0,0,0,1,1,1,1,1,2,0,0,7,0,0,0,2,COL,2001
31,"Adkins, Damien",1,3,2,0,3,0,0,0,0,0,1,0,1,0,0,0,1,2,0,0,0,0,COL,2001
32,"Tuckey, Brent",1,2,0,1,3,0,0,0,0,0,1,0,0,1,1,0,1,2,0,0,0,0,COL,2001
33,"Roach, Danny",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,COL,2001
0,"Johnson, Jason",24,15.16666667,3.541666667,6.75,21.91666667,0.875,0.791666667,0.041666667,2.666666667,1.416666667,5.791666667,5.125,1.583333333,1.041666667,1.791666667,0.666666667,9.375,12.58333333,0.166666667,0.458333333,1.333333333,1.208333333,ESS,2001
1,"Caracella, Blake",21,12.19047619,5.714285714,8.428571429,20.61904762,1.19047619,0.523809524,0.19047619,1.380952381,1.238095238,3.619047619,2.571428571,1.523809524,1.142857143,0.619047619,0.142857143,7.428571429,13.04761905,0.666666667,0.857142857,1.666666667,0.476190476,ESS,2001
2,"Hird, James",22,12.09090909,4.954545455,6.090909091,18.18181818,1.227272727,0.772727273,0.545454545,2.045454545,0.863636364,3.772727273,3,1.227272727,1.045454545,0.818181818,0.227272727,7.954545455,10.54545455,1.272727273,1.454545455,1,0.227272727,ESS,2001
3,"Wellman, Sean",23,11.56521739,5.434782609,5.304347826,16.86956522,0.434782609,0.173913043,0.086956522,1.434782609,3.086956522,1.913043478,0.869565217,1,0.913043478,0.826086957,0.434782609,6.956521739,9.826086957,1.347826087,0.434782609,0.782608696,1.217391304,ESS,2001
4,"Ramanauskas, Adam",25,10.32,3.6,4.96,15.28,0.52,0.12,0.88,2,2.08,3.48,1.52,1.24,0.6,0.76,0.12,4.72,10,0.68,0.36,2,1.64,ESS,2001
5,"Lucas, Scott",25,11.88,5.4,3.04,14.92,1.4,1.36,0.2,1.68,0.88,4.32,1.16,1.16,0.76,1.04,0.08,6.84,8.16,1.6,1.4,0.68,0.28,ESS,2001
6,"Misiti, Joe",16,12.875,3.625,10.375,23.25,0.5,0.1875,0,1.625,1,3.4375,3.9375,1.875,0.6875,1,0.5,8.75,14.6875,0.25,0.375,0.875,0.1875,ESS,2001
7,"Barnard, Paul",24,9.708333333,5.666666667,5.5,15.20833333,1.041666667,0.583333333,0.333333333,2,0.75,2.458333333,1.208333333,1,0.666666667,1,0.125,4.375,10.45833333,0.5,1.166666667,1.958333333,0.333333333,ESS,2001
8,"Hardwick, Damien",21,9.666666667,3.428571429,7.380952381,17.04761905,0.047619048,0,0.095238095,1.952380952,3.952380952,0.714285714,1.476190476,1.19047619,1.333333333,0.904761905,0,7.047619048,9.666666667,0.142857143,0.047619048,0.571428571,0.666666667,ESS,2001
9,"Johnson, Mark",23,10.86956522,3.652173913,3.869565217,14.73913043,0.434782609,0.086956522,0,2.086956522,1.739130435,2.608695652,1.52173913,0.913043478,1.043478261,0.956521739,0.130434783,5.217391304,9.782608696,0.347826087,0.173913043,1.608695652,1.391304348,ESS,2001
10,"Solomon, Dean",24,8.666666667,4.208333333,4.958333333,13.625,0.333333333,0.208333333,0.375,2.291666667,1.875,2.375,0.791666667,1.375,0.708333333,1.166666667,0,5.666666667,8.083333333,0.583333333,0.25,1.958333333,0.583333333,ESS,2001
11,"Mercuri, Mark",20,8.2,3.5,7.65,15.85,0.5,0.5,0.15,1.7,0.6,1.85,1.75,0.85,0.6,1.05,0.2,6.35,9.65,0.45,1,0.9,0.45,ESS,2001
12,"Fletcher, Dustin",21,11.38095238,3.714285714,2.952380952,14.33333333,0.19047619,0.19047619,0.761904762,0.857142857,5.095238095,1.142857143,0.761904762,1.095238095,0.857142857,0.666666667,0.095238095,5.428571429,6.904761905,0.714285714,0.380952381,2.142857143,0.428571429,ESS,2001
13,"Lloyd, Matthew",21,11.61904762,7.523809524,2.333333333,13.95238095,5,1.714285714,0.095238095,1.095238095,0.095238095,2.333333333,0.095238095,0.761904762,0.857142857,1.142857143,0.714285714,5.761904762,7.19047619,2.523809524,5.380952381,0.952380952,0,ESS,2001
14,"Jacobs, Danny",23,7.47826087,4.173913043,4.260869565,11.73913043,0.304347826,0.304347826,0.869565217,1.47826087,1.434782609,1,1,1,0.391304348,0.304347826,0,4.739130435,7.130434783,0.782608696,0.304347826,2,0.260869565,ESS,2001
15,"McVeigh, Mark",23,7.52173913,2.391304348,3.217391304,10.73913043,0.782608696,0.47826087,0,2.47826087,0.565217391,2.956521739,1.086956522,0.652173913,0.565217391,0.869565217,0.130434783,5.47826087,5.52173913,0.608695652,0.52173913,0.347826087,0.130434783,ESS,2001
16,"Barnes, John",22,6.045454545,3.545454545,4.545454545,10.59090909,0.136363636,0.045454545,9.909090909,1.045454545,1.045454545,1.863636364,1.954545455,1.409090909,1.227272727,0.5,0,4.090909091,6,0.272727273,0.136363636,2,0.545454545,ESS,2001
17,"Rioli, Dean",17,9.117647059,4.705882353,4.117647059,13.23529412,1.411764706,0.411764706,0.117647059,2.411764706,0.764705882,3,1.411764706,0.882352941,0.588235294,0.882352941,0.294117647,6.176470588,7.352941176,0.529411765,0.941176471,1.470588235,0.235294118,ESS,2001
18,"Heffernan, Chris",16,6.875,2.25,4.3125,11.1875,0.375,0.3125,0,2.0625,1.375,2.0625,1.5625,0.6875,0.625,0.625,0.1875,4.6875,6.8125,0.4375,0.0625,0.9375,0.625,ESS,2001
19,"Alessio, Steven",17,5.411764706,3.470588235,4.882352941,10.29411765,0.764705882,0.647058824,12.17647059,1.941176471,0.705882353,1.470588235,2.588235294,0.823529412,0.823529412,1.411764706,0,6.705882353,3.647058824,1.411764706,0.882352941,1.235294118,0,ESS,2001
20,"Moorcroft, Gary",16,7.3125,3.6875,3.125,10.4375,0.9375,0.5625,0,0.9375,0.375,2.1875,1.25,0.5625,0.875,0.4375,0.125,3.5,7.125,0.4375,1.0625,0.9375,0.875,ESS,2001
21,"Blumfield, Justin",13,7.230769231,4,5.461538462,12.69230769,0.615384615,0.384615385,0.846153846,2.076923077,0.538461538,3.076923077,1.769230769,1,0.615384615,0.461538462,0,5.076923077,7.692307692,0.615384615,0.615384615,1.384615385,0.230769231,ESS,2001
22,"Peverill, Damien",9,10.44444444,3.666666667,7,17.44444444,0.444444444,0.222222222,0.111111111,4.444444444,2.333333333,3.777777778,2.666666667,0.888888889,1.666666667,0.777777778,0.333333333,7.555555556,9.222222222,0.333333333,0.111111111,1.555555556,0.111111111,ESS,2001
23,"McGrath, Cory",13,6.538461538,2.846153846,4.615384615,11.15384615,0.538461538,0.230769231,0,1.923076923,0.769230769,2.153846154,1.538461538,0.923076923,0.538461538,0.230769231,0,4.692307692,6.461538462,0.230769231,0.307692308,1,0.230769231,ESS,2001
24,"Henneman, Aaron",19,4.578947368,2.894736842,2.368421053,6.947368421,0,0.052631579,0.105263158,1.526315789,1.473684211,0.684210526,0.315789474,0.684210526,0.578947368,0.368421053,0,3,3.894736842,0.631578947,0,1.157894737,0.315789474,ESS,2001
25,"Bolton, Mark",12,3.916666667,2.166666667,3.166666667,7.083333333,0.416666667,0.333333333,0.083333333,1.583333333,0.833333333,0.833333333,0.75,0.416666667,0.5,0.75,0,3.25,3.833333333,0.333333333,0.083333333,1,0.333333333,ESS,2001
26,"Long, Michael",7,6,2.285714286,4.285714286,10.28571429,0.142857143,0.571428571,0,2.285714286,0.142857143,3,0.857142857,0.714285714,0.571428571,0.714285714,0,3.285714286,7,0,0.142857143,2.428571429,1,ESS,2001
27,"Forster-Knight, Robert",9,2.555555556,1.111111111,4.111111111,6.666666667,0,0,0,2.666666667,0.333333333,0.777777778,0.666666667,0.555555556,0.333333333,0.222222222,0,3.333333333,3.444444444,0.222222222,0,0.555555556,0.111111111,ESS,2001
28,"Lalich, Judd",6,4.166666667,2.5,3,7.166666667,0.333333333,0.166666667,7.666666667,1.333333333,0.5,1.666666667,0.666666667,0.333333333,0.666666667,0.333333333,0,2.333333333,4.833333333,0,0.166666667,1,0.833333333,ESS,2001
29,"Hille, David",6,3.833333333,2.166666667,2,5.833333333,0.166666667,0.5,7.833333333,0.5,0.333333333,1,1.5,0.166666667,0.5,0.5,0,2.333333333,3.333333333,0.333333333,0.333333333,0.166666667,0,ESS,2001
30,"Bannister, Jordan",4,2,1.75,4,6,0,0,0.25,0.5,0.5,0.75,1,0.25,0.25,0.25,0,2.5,4.5,0,0,1,0,ESS,2001
31,"Robran, Jonathon",4,3.25,3,2.25,5.5,0.75,0,0.75,0.75,0,2,0,0.25,0,0.5,0,1.25,4,0,0.25,0,0,ESS,2001
32,"Bullen, Marcus",2,2.5,0.5,1,3.5,0,1,0,1,0,0.5,0,0,0,0.5,0,0.5,3.5,0,0,0.5,0,ESS,2001
33,"McAlister, Daniel",1,2,1,3,5,0,1,0,0,0,0,1,0,0,1,0,4,2,0,1,1,0,ESS,2001
34,"Wallis, Dean",1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,ESS,2001
0,"Bell, Peter",19,16.47368421,4.368421053,11.26315789,27.73684211,0.736842105,0.526315789,0,2.736842105,2.157894737,3.842105263,5.105263158,1.947368421,1.473684211,0.789473684,0.578947368,9.315789474,18.26315789,0.210526316,0.368421053,1.210526316,0.947368421,FRE,2001
1,"Black, Heath",21,14.95238095,4.619047619,8.666666667,23.61904762,0.333333333,0.380952381,0,1.666666667,3.333333333,3.238095238,2.952380952,1.142857143,1.047619048,1.238095238,0.238095238,7.095238095,15.23809524,0.142857143,0.238095238,0.571428571,1.857142857,FRE,2001
2,"Fletcher, Adrian",21,10.95238095,4.619047619,11.9047619,22.85714286,0.142857143,0.238095238,0.142857143,2.571428571,0.523809524,3.666666667,3.285714286,0.904761905,1.19047619,0.714285714,0.142857143,8.952380952,14.04761905,0.476190476,0.047619048,0.761904762,0.333333333,FRE,2001
3,"Cook, Troy",22,12.45454545,3.409090909,8.136363636,20.59090909,0.636363636,0.590909091,0,3,1.181818182,4.227272727,2.909090909,1.772727273,1.272727273,0.681818182,0.363636364,8.409090909,12.13636364,0.363636364,0.454545455,1.318181818,0.863636364,FRE,2001
4,"Carr, Matthew",21,15.61904762,6.80952381,4.428571429,20.04761905,0.380952381,0.19047619,0.047619048,1.095238095,3.19047619,1.952380952,1.142857143,1.666666667,0.666666667,0.857142857,0,6.047619048,13.66666667,0.857142857,0.666666667,0.285714286,1.523809524,FRE,2001
5,"Hasleby, Paul",20,9.65,3.5,9.55,19.2,0.7,0.75,0.05,1.6,0.35,3.55,3.85,1.3,0.65,0.6,0,8.45,10.75,0.25,0.95,0.95,0.15,FRE,2001
6,"McManus, Shaun",22,9.909090909,3.590909091,7.545454545,17.45454545,0.5,0.636363636,0,2.681818182,1.409090909,2.727272727,1.818181818,1.772727273,0.909090909,1.409090909,0,7.5,9.909090909,0.272727273,0.590909091,1,0.409090909,FRE,2001
7,"Pavlich, Matthew",21,10.33333333,5.428571429,3.428571429,13.76190476,1.333333333,0.80952381,0.952380952,1.285714286,2.095238095,3.476190476,0.428571429,1.476190476,0.761904762,0.523809524,0.095238095,5.476190476,8.095238095,1.19047619,1,1.428571429,0.238095238,FRE,2001
8,"Longmuir, Justin",22,7.318181818,4.318181818,5.454545455,12.77272727,1.272727273,0.590909091,11.27272727,1.409090909,0.545454545,2.045454545,3.090909091,0.772727273,1.545454545,1.363636364,0.181818182,8.181818182,5,1.5,1.318181818,0.863636364,0.227272727,FRE,2001
9,"Walker, James",18,8.611111111,4.444444444,5.611111111,14.22222222,0.222222222,0.222222222,0,0.777777778,1.666666667,1.888888889,1.055555556,1.166666667,0.777777778,0.277777778,0,4.055555556,10.5,0.055555556,0.222222222,1.277777778,0.833333333,FRE,2001
10,"Parker, Shane",22,6.272727273,2.772727273,4.409090909,10.68181818,0.090909091,0.045454545,0,1.545454545,2.636363636,0.681818182,0.863636364,0.590909091,1.045454545,0.545454545,0,4.409090909,5.545454545,0.090909091,0.090909091,0.818181818,0.181818182,FRE,2001
11,"Kickett, Dale",15,8.733333333,4.6,6.666666667,15.4,0.133333333,0.066666667,0,2.733333333,2.2,1.466666667,0.866666667,1.2,0.6,0.466666667,0,5.533333333,9.533333333,0.333333333,0.266666667,1.466666667,0.666666667,FRE,2001
12,"Brown, Leigh",21,7.19047619,3.904761905,3.285714286,10.47619048,0.380952381,0.285714286,0.952380952,1.047619048,1.761904762,1.857142857,0.619047619,0.904761905,0.714285714,0.857142857,0,5.142857143,5,1.19047619,0.238095238,0.714285714,0.476190476,FRE,2001
13,"Bandy, Daniel",17,7.294117647,4.470588235,4.470588235,11.76470588,0.647058824,0.588235294,5.411764706,0.647058824,1.117647059,2.352941176,0.529411765,1.294117647,0.529411765,0.588235294,0,3.705882353,8.058823529,0.529411765,0.705882353,1.117647059,0.176470588,FRE,2001
14,"Jones, Anthony",18,7.055555556,4.444444444,4,11.05555556,0,0,0.055555556,1,2.777777778,0.777777778,0.222222222,0.722222222,1,0.166666667,0,4.166666667,6.944444444,0.5,0,0.944444444,0.388888889,FRE,2001
15,"Bootsma, Brad",10,12.8,4.4,5.8,18.6,0.3,0.6,0,2.4,1.2,4.9,1.8,1.4,0.3,1.1,0,5.8,12.5,0.2,0.4,1,0.6,FRE,2001
16,"McPhee, Adam",14,8.285714286,4.357142857,4.642857143,12.92857143,0.357142857,0.214285714,0.142857143,2.285714286,1.714285714,2.214285714,0.928571429,1.357142857,0.571428571,0.785714286,0,5.214285714,7.714285714,0.714285714,0.285714286,1.785714286,1,FRE,2001
17,"Norrish, Jason",12,5.916666667,3.583333333,5.333333333,11.25,0.166666667,0.083333333,0,0.583333333,0.583333333,1.75,1.5,0.833333333,0,0.25,0,4.166666667,7,0.083333333,0.416666667,1,0.583333333,FRE,2001
18,"Fewster, Brendon",10,6.7,3.6,4.8,11.5,0.5,0.2,2.6,0.7,2.5,1.6,1.9,0.8,0.6,1,0,6,5.7,0.9,0.2,1.4,0.2,FRE,2001
19,"Shipp, Andrew",11,6.181818182,3.181818182,3.909090909,10.09090909,0.363636364,0.090909091,0.090909091,1.636363636,0.545454545,1.909090909,0.727272727,0.909090909,1.090909091,0.272727273,0,5.545454545,4.727272727,0.727272727,0.727272727,1.090909091,0,FRE,2001
20,"Wira, Brad",9,7,4.777777778,3.777777778,10.77777778,0.333333333,0.222222222,0,0.555555556,1.666666667,0.777777778,1.222222222,0.666666667,0.444444444,0.111111111,0,2.888888889,7.888888889,0,0.333333333,0.222222222,0.222222222,FRE,2001
21,"Eastaugh, Simon",11,4.181818182,3,4.272727273,8.454545455,0.090909091,0.090909091,12.36363636,1.090909091,0.272727273,1.545454545,1.545454545,0.636363636,0.909090909,0.636363636,0,4.363636364,3.909090909,0.727272727,0,0.727272727,0,FRE,2001
22,"Longmuir, Troy",11,5.545454545,2.363636364,2.727272727,8.272727273,0.363636364,0,0,0.818181818,1.181818182,2.272727273,0.727272727,0.727272727,0.636363636,0.636363636,0,3.636363636,4.272727273,0.727272727,0.181818182,0.454545455,0.545454545,FRE,2001
23,"Woods, Dion",8,5.875,2.625,4.625,10.5,0.25,0.125,1.5,1.625,0.5,1.5,2,0.625,0.5,0.5,0,5,5.5,0.25,0.25,1.125,0.125,FRE,2001
24,"Modra, Tony",11,5.545454545,3.181818182,1.636363636,7.181818182,2.454545455,1.363636364,0.090909091,0.727272727,0,0.454545455,0,1.818181818,0.727272727,0.454545455,0,3.818181818,3.272727273,0.909090909,2.909090909,0.636363636,0,FRE,2001
25,"Prescott, Ashley",8,5.25,2,4.625,9.875,0,0,0,1.5,0.5,1.75,1.125,0.625,1.25,0.5,0,3.875,6.5,0.125,0,0.625,0,FRE,2001
26,"Grover, Antoni",8,6.625,3.375,3,9.625,0.125,0,0,1.5,1.625,0.875,0.125,0.875,0.625,0.625,0,3.875,5.75,0.125,0.25,0.625,0.25,FRE,2001
27,"Cunningham, Ben",7,7,2.285714286,2.285714286,9.285714286,0.857142857,1,0,0.857142857,0.285714286,1.142857143,0.285714286,0.714285714,0.428571429,0.428571429,0,3.142857143,5.428571429,0.142857143,0.857142857,0.571428571,0.285714286,FRE,2001
28,"Koops, Steven",9,4.777777778,1.444444444,2,6.777777778,1.111111111,0.555555556,0.333333333,2.333333333,0,2.444444444,0.666666667,1.111111111,1,1,0,4,3.222222222,0.111111111,0.333333333,1,0,FRE,2001
29,"Metropolis, Daniel",6,7.5,3.166666667,2.666666667,10.16666667,0.333333333,0,0,0.666666667,1.5,1.5,0.5,1,1,0.833333333,0,3.333333333,6.333333333,0.333333333,0.166666667,0.5,0.333333333,FRE,2001
30,"Haddrill, Robert",8,5.125,2.625,2.375,7.5,0,0.125,0.125,1.25,1.75,0.25,0.875,0.75,0.5,0.5,0,3.25,4.125,1.125,0.125,1.625,0.75,FRE,2001
31,"Schell, Daniel",12,3.583333333,2.5,1.166666667,4.75,0.833333333,1.083333333,0.583333333,1.333333333,0.083333333,0.583333333,0.083333333,0.5,0.333333333,0.416666667,0,2.25,2.5,0.833333333,1.833333333,0.083333333,0,FRE,2001
32,"Waterhouse, Clive",6,7.833333333,5,1.666666667,9.5,1.666666667,1.833333333,0,0.5,0.166666667,2.833333333,0,0.833333333,0.833333333,0.5,0,5,4.5,1.666666667,2,0.5,0.166666667,FRE,2001
33,"Toia, Luke",3,6,2.333333333,1.333333333,7.333333333,0.333333333,0.333333333,0,0.666666667,0.666666667,2,1,0.333333333,1.333333333,0,0,3,4.666666667,0,1,1.666666667,0,FRE,2001
34,"Ugle, Keren",4,3,1,2.5,5.5,0.5,0.5,0,0.5,0,1,0.25,0.75,0,0.25,0,2.75,2.25,0.25,0.5,0.25,0,FRE,2001
35,"Dodd, Brad",4,3.5,1.25,1.75,5.25,1.25,0.25,0,0.75,0.25,0.5,0.5,0,0.25,0.25,0,1.5,3.75,0,0.5,0.25,0,FRE,2001
36,"Simpson, Dwayne",2,2.5,1,1,3.5,0.5,0,0,0.5,0,1,0,0.5,0.5,0.5,0,0.5,3,0,0,0,0.5,FRE,2001
0,"Milburn, Darren",22,10.31818182,5.954545455,7.772727273,18.09090909,0.227272727,0.181818182,1.090909091,2.409090909,2.545454545,1.090909091,2.090909091,0.909090909,2.045454545,1.045454545,0.090909091,8.409090909,9.863636364,0.909090909,0.136363636,2.409090909,0.909090909,GEE,2001
1,"Clarke, David",22,11.18181818,3.772727273,5.909090909,17.09090909,0.590909091,0.227272727,0.045454545,1.318181818,1.636363636,4.136363636,1.590909091,1.5,0.818181818,1.136363636,0.045454545,5.272727273,12.45454545,0.227272727,0.363636364,0.636363636,0.545454545,GEE,2001
2,"Murphy, Justin",18,12.22222222,4.055555556,8.388888889,20.61111111,0.5,0.388888889,0,1.166666667,0.944444444,3.888888889,2.833333333,1.888888889,0.944444444,1.611111111,0,6,15.16666667,0.055555556,0.333333333,1,1.055555556,GEE,2001
3,"Sanderson, Brenton",22,10.90909091,4.727272727,4.454545455,15.36363636,0.090909091,0.045454545,0.045454545,1.318181818,3.909090909,1.590909091,1.136363636,1.681818182,0.590909091,0.681818182,0.045454545,5.454545455,9.772727273,0.727272727,0,1.409090909,0.272727273,GEE,2001
4,"Spriggs, David",22,10.22727273,2.727272727,4.636363636,14.86363636,0.318181818,0.636363636,0,1.727272727,0.772727273,3.545454545,3.5,1.5,1.227272727,1.272727273,0.363636364,6.272727273,9.090909091,0.181818182,0.181818182,1.454545455,0.454545455,GEE,2001
5,"Kilpatrick, Glenn",20,11.45,3.9,4.7,16.15,0.35,0.45,0.1,2.55,0.9,3.55,2.8,1,0.75,0.7,0.1,6.3,10.15,0.2,0.35,1.05,0.45,GEE,2001
6,"Graham, Ben",22,9.818181818,6.909090909,4.409090909,14.22727273,1.5,0.727272727,1.818181818,2,1.909090909,3.318181818,1.409090909,1.090909091,0.863636364,1.181818182,0.590909091,6.545454545,7.545454545,2.090909091,1.727272727,1.181818182,0.181818182,GEE,2001
7,"Sholl, Brad",19,10.89473684,3.736842105,4.473684211,15.36842105,0.157894737,0.105263158,0,0.842105263,2.578947368,1.789473684,1.789473684,0.947368421,0.578947368,1,0.210526316,5.421052632,9.736842105,0.473684211,0.210526316,0.789473684,0.210526316,GEE,2001
8,"Scarlett, Matthew",20,9.45,5.6,4.35,13.8,0.1,0.1,0.25,1.65,4.25,1.1,0.3,1.25,0.8,0.55,0,5.2,8.4,1,0.15,1.35,0.35,GEE,2001
9,"McGrath, Tim",17,8.470588235,3.647058824,6.411764706,14.88235294,0.117647059,0.176470588,0.058823529,1.176470588,1.823529412,1.176470588,1,1.058823529,0.647058824,0.470588235,0,5.529411765,9.294117647,0.647058824,0.176470588,0.823529412,0.411764706,GEE,2001
10,"Hocking, Garry",17,7.176470588,2.647058824,7.529411765,14.70588235,0.588235294,0.529411765,0,3.117647059,0.529411765,2.352941176,3.058823529,1.294117647,0.941176471,1.411764706,0.058823529,7.117647059,7.117647059,0.529411765,0.529411765,1.411764706,0.117647059,GEE,2001
11,"King, Steven",16,10.0625,4.75,5.0625,15.125,0.6875,0.1875,20.5,2.5,1.0625,3.125,2.375,1.75,1.625,1.8125,0.1875,7.5,7.5,1.375,0.625,1.9375,0,GEE,2001
12,"Harley, Tom",22,7,3.681818182,3.818181818,10.81818182,0.136363636,0.045454545,0.136363636,0.909090909,2,0.863636364,0.909090909,0.954545455,0.590909091,0.863636364,0,4.727272727,6.454545455,0.727272727,0.045454545,1.045454545,0.045454545,GEE,2001
13,"Riccardi, Peter",15,10.53333333,2.6,5,15.53333333,0.666666667,0.6,0.066666667,2.533333333,1.2,4.066666667,3.066666667,1.4,0.933333333,0.6,0,7.266666667,8.066666667,0.4,0.2,1,0.8,GEE,2001
14,"Bizzell, Clint",21,6.571428571,3.761904762,3.857142857,10.42857143,1.380952381,0.904761905,0.476190476,1.428571429,0.285714286,2.238095238,0.666666667,0.952380952,0.904761905,0.761904762,0.142857143,4.952380952,5.571428571,0.857142857,1.476190476,1.571428571,0.238095238,GEE,2001
15,"Enright, Corey",17,6.823529412,3.294117647,5.117647059,11.94117647,0.294117647,0.294117647,0,1.176470588,1,1.764705882,1.588235294,0.941176471,0.235294118,0.705882353,0,4.294117647,7.764705882,0.235294118,0.470588235,1.117647059,0.352941176,GEE,2001
16,"White, Mitchell",16,7.25,4.875,5.4375,12.6875,1,0.75,0.3125,1.375,0.25,2.6875,0.875,0.8125,0.25,0.8125,0,4.75,8.25,0.625,1.1875,0.5625,0.25,GEE,2001
17,"Mensch, David",18,6.277777778,3.611111111,4.611111111,10.88888889,0.833333333,0.5,2.166666667,1.555555556,0.333333333,1.888888889,1.111111111,1.555555556,1,0.888888889,0,4.833333333,5.166666667,0.666666667,0.888888889,1.555555556,0.277777778,GEE,2001
18,"Rahilly, James",16,5.875,2.1875,4.6875,10.5625,0.0625,0.1875,0,1.3125,0.9375,1.875,1.375,1.0625,0.6875,0.875,0,4.1875,6.75,0,0.25,1.25,0.25,GEE,2001
19,"Houlihan, Adam",14,8.142857143,4.571428571,3.857142857,12,0.928571429,0.357142857,0.071428571,1,0.428571429,3.142857143,1.285714286,0.785714286,0.571428571,0.571428571,0.071428571,4.642857143,7.285714286,0.642857143,0.785714286,0.571428571,0.357142857,GEE,2001
20,"Kingsley, Kent",16,8.0625,5.1875,2.4375,10.5,1.375,1.3125,0.0625,0.5,0.25,2,0.375,0.8125,0.6875,0.5,0.125,3.875,6.875,0.875,1.9375,0.375,0.1875,GEE,2001
