,Player,GM,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,club,year
32,"Webb, Lukas",5,5.8,2,5.8,11.6,0.2,0.4,0,3.2,0.6,2.2,1.6,1.8,1,1,0,4.8,6.8,0,0.2,1,0,WB,2018
33,"Greene, Fergus",5,5.4,3.6,3.4,8.8,1,1.2,0,3,0.2,0.6,0.2,2.8,0.6,0.8,0,2,7.4,0.4,2,0.4,0,WB,2018
34,"Roberts, Fletcher",2,9,3.5,2,11,0,0,0,0.5,4,1,0,4,0.5,1.5,0,1,6.5,0,0,8,0,WB,2018
35,"Redpath, Jack",2,7.5,6.5,2,9.5,0.5,0,0,0,1.5,1.5,0,1.5,0.5,1,0,2,7.5,0.5,0.5,1,0,WB,2018
36,"Young, Lewis",2,7,2,2.5,9.5,0,0,0,4,3,0.5,0,2,0.5,0.5,0,4,5.5,0.5,0,13,0,WB,2018
37,"Liberatore, Tom",1,2,0,1,3,0,0,0,0,1,0,1,0,1,0,0,1,2,0,0,0,0,WB,2018
0,"Crouch, Brad",22,15.36363636,2.954545455,14.86363636,30.22727273,0.5,0.545454545,0.045454545,5.045454545,1.863636364,3.909090909,5.318181818,3.727272727,1.045454545,0.636363636,0.636363636,11.04545455,17.68181818,0.136363636,0.318181818,0.636363636,0.181818182,ADL,2019
1,"Laird, Rory",22,14.63636364,5.681818182,13.68181818,28.31818182,0,0.045454545,0,2.136363636,5.045454545,2.136363636,0.772727273,1.863636364,0.954545455,0.318181818,0.090909091,7.227272727,19.45454545,0.227272727,0,1.363636364,0.227272727,ADL,2019
2,"Crouch, Matt",19,14.21052632,4.052631579,18.42105263,32.63157895,0.368421053,0.210526316,0,3.421052632,2.315789474,3.210526316,4.894736842,3.105263158,0.789473684,0.789473684,0.421052632,11.36842105,20.94736842,0.105263158,0.157894737,0.684210526,0.210526316,ADL,2019
3,"Sloane, Rory",22,12.09090909,4.409090909,12.5,24.59090909,0.5,0.409090909,0,5.863636364,1.636363636,3.818181818,5.954545455,3.681818182,1.727272727,1.090909091,0.318181818,13.09090909,11.90909091,0.363636364,0.681818182,2.545454545,0.090909091,ADL,2019
4,"Smith, Brodie",22,14.81818182,4.954545455,8.090909091,22.90909091,0.454545455,0.545454545,0,2.5,4.181818182,3.863636364,1.227272727,3.363636364,0.454545455,0.772727273,0.045454545,7.090909091,14.04545455,0.318181818,0.181818182,2.045454545,0.772727273,ADL,2019
5,"Atkins, Rory",20,14.8,5.75,6.75,21.55,0.3,0.45,0,1.55,2.45,3.85,1.45,2.95,0.2,0.8,0.05,5.2,16.35,0.05,0.1,1.05,0.75,ADL,2019
6,"Kelly, Jake",22,9.727272727,5.181818182,6.454545455,16.18181818,0,0.045454545,0,2.727272727,2.363636364,0.863636364,0.318181818,1.909090909,0.590909091,0.727272727,0,5.090909091,10.90909091,0.636363636,0,4.818181818,0,ADL,2019
7,"Lynch, Tom",16,13.3125,7.25,7.0625,20.375,1.0625,0.8125,0,1.8125,0.375,3.5,0.6875,2.25,0.5625,0.5625,0,6.8125,13.625,0.9375,0.8125,0.9375,0.0625,ADL,2019
8,"Mackay, David",18,10.27777778,3.166666667,6.944444444,17.22222222,0.166666667,0.055555556,0,2.777777778,3.277777778,2.666666667,1,1.666666667,0.5,0.388888889,0,4.833333333,12.77777778,0,0,1.722222222,0.388888889,ADL,2019
9,"Milera, Wayne",17,10.82352941,5.470588235,7.352941176,18.17647059,0.352941176,0.411764706,0,3.058823529,2.411764706,2,1.411764706,2.411764706,0.529411765,0.588235294,0,4.823529412,13,0.647058824,0.411764706,2.176470588,0.352941176,ADL,2019
10,"Keath, Alex",18,10.44444444,6.222222222,5.888888889,16.33333333,0.055555556,0,0.222222222,1.666666667,3.166666667,1.111111111,0.277777778,2.222222222,0.777777778,0.888888889,0.333333333,7,9.333333333,1.111111111,0,5.222222222,0,ADL,2019
11,"OBrien, Reilly",18,7,3.333333333,8.333333333,15.33333333,0.111111111,0.222222222,33.16666667,4.277777778,1.277777778,2.166666667,4.277777778,3.611111111,1.833333333,1.777777778,0.166666667,10.27777778,5.555555556,1.333333333,0.222222222,2.722222222,0,ADL,2019
12,"Talia, Daniel",22,7.772727273,5.454545455,4.409090909,12.18181818,0,0,0,2.181818182,3.045454545,0.318181818,0.090909091,1.227272727,0.772727273,0.5,0,4.363636364,7.545454545,0.863636364,0,7.318181818,0,ADL,2019
13,"Walker, Taylor",22,7.954545455,5.090909091,4.045454545,12,1.954545455,1,0,1.454545455,0.090909091,3,0.090909091,2.818181818,1.045454545,1.272727273,0.136363636,5.954545455,6.409090909,1.409090909,1.909090909,1.727272727,0.045454545,ADL,2019
14,"Betts, Eddie",21,7.380952381,2.333333333,4.571428571,11.95238095,1.761904762,1,0,2.476190476,0.142857143,1.380952381,1.095238095,2.285714286,0.619047619,0.571428571,0.238095238,6.571428571,4.952380952,0.714285714,1.380952381,0.523809524,0.047619048,ADL,2019
15,"Seedsman, Paul",13,10.69230769,4.153846154,8.384615385,19.07692308,0.461538462,0.307692308,0,2.153846154,1.538461538,3.615384615,1.461538462,1.230769231,0.230769231,0.230769231,0,4.153846154,14.84615385,0.307692308,0.230769231,0.692307692,2,ADL,2019
16,"Greenwood, Hugh",14,8.5,2.428571429,8.571428571,17.07142857,0.785714286,0.357142857,0,6,1,1.428571429,4.142857143,1.857142857,0.928571429,0.642857143,0,11.35714286,6.357142857,0.714285714,0.571428571,1.285714286,0,ADL,2019
17,"Gibbs, Bryce",12,12.83333333,4,6.916666667,19.75,0.166666667,0.083333333,0,3.916666667,1.75,2.416666667,2.333333333,2.083333333,0.833333333,0.416666667,0,5.5,13.91666667,0.166666667,0.083333333,0.583333333,0,ADL,2019
18,"Ellis-Yolmen, Cam",10,10,2.9,13.5,23.5,0.2,0.2,0,5.6,1.3,2.3,4.9,2.7,0.8,0.8,0.2,12.3,11.5,0.1,0.2,2.3,0.1,ADL,2019
19,"Knight, Riley",15,7.6,4.866666667,8.066666667,15.66666667,0.6,0.333333333,0,3.933333333,0.666666667,2,1.133333333,2.133333333,0.533333333,0.666666667,0,4.866666667,10.46666667,0.066666667,0.6,1.2,0.066666667,ADL,2019
20,"Brown, Luke",15,10.2,3.8,4.933333333,15.13333333,0.066666667,0.133333333,0,1.6,3.933333333,0.733333333,0.133333333,1.133333333,0.666666667,0.333333333,0,4.533333333,8.333333333,0.133333333,0,2,0.533333333,ADL,2019
21,"Murphy, Lachlan",21,6.333333333,2.761904762,4.380952381,10.71428571,0.904761905,0.714285714,0,3.238095238,0.19047619,2.380952381,0.285714286,1.619047619,1.571428571,0.523809524,0,5.19047619,5.80952381,0.238095238,0.666666667,0.904761905,0.142857143,ADL,2019
22,"Hartigan, Kyle",19,6.263157895,4.157894737,4,10.26315789,0,0,0,0.947368421,2.105263158,0.473684211,0.210526316,1.842105263,0.631578947,0.526315789,0,2.842105263,7.421052632,0.368421053,0,4.578947368,0,ADL,2019
23,"Douglas, Richard",9,9.333333333,3,5.777777778,15.11111111,0.222222222,0.333333333,0,2.555555556,0.888888889,2.666666667,1.222222222,2.777777778,0.555555556,0.444444444,0,4.777777778,10.22222222,0.333333333,0.333333333,1,0,ADL,2019
24,"Jenkins, Josh",11,9.090909091,5.090909091,3.272727273,12.36363636,2,1.545454545,6.181818182,1.636363636,0.545454545,1.909090909,0.727272727,1.818181818,1.363636364,0.545454545,0,5.272727273,7,1.272727273,1.818181818,1.272727273,0.181818182,ADL,2019
25,"Gallucci, Jordan",10,9,3.6,3.2,12.2,0.3,0.2,0,1.5,0.5,3.1,1,1.4,0.6,0.1,0,3.7,8.5,0.2,0.6,1.2,0.2,ADL,2019
26,"Jones, Chayce",8,6,2,5.125,11.125,0.375,1,0,2.25,0.5,2.5,1.5,1.25,1,0.625,0,5.5,5.625,0.375,0.75,1,0.125,ADL,2019
27,"Himmelberg, Elliott",7,5.428571429,3.428571429,4.142857143,9.571428571,1.142857143,0.571428571,6.142857143,3.285714286,0.285714286,2,1.142857143,2.142857143,1,1.142857143,0,5.428571429,4.142857143,0.571428571,0.857142857,0.857142857,0,ADL,2019
28,"Jacobs, Sam",5,6,2.4,5.4,11.4,0,0.6,35.6,2.6,0.2,2.4,2.8,2.2,1,1,0,7,4.8,1.2,0.4,2.4,0,ADL,2019
29,"Otten, Andy",3,9,5,5.666666667,14.66666667,0,0,2,2.333333333,2,0.666666667,0.666666667,0.666666667,2,0.333333333,0,5.666666667,9.666666667,0.333333333,0.333333333,3,0,ADL,2019
30,"Fogarty, Darcy",4,7,5.5,3.5,10.5,2.25,0.25,0.25,0.5,0,2.75,0,0.75,0.25,0.5,0.25,3,7.5,1.25,1.5,1.25,0.25,ADL,2019
31,"Poholke, Myles",2,5,3.5,7.5,12.5,0,0.5,0,2.5,0,1.5,1,1.5,0,0,0,4.5,8,0,0.5,1,0,ADL,2019
32,"Stengle, Tyson",2,7,2.5,1.5,8.5,2.5,0.5,0,3.5,0,1.5,0,1.5,1.5,1.5,0,3,5.5,0,1,0,0.5,ADL,2019
33,"Wilson, Patrick",1,9,2,6,15,0,0,0,4,1,1,2,5,1,1,0,5,11,0,0,0,0,ADL,2019
34,"Doedee, Tom",1,5,3,3,8,0,0,0,1,2,0,0,0,0,0,0,3,5,1,0,2,0,ADL,2019
35,"Davis, Ben",1,3,2,4,7,0,0,0,1,1,1,0,1,0,0,0,3,4,0,1,0,0,ADL,2019
0,"Neale, Lachie",24,12.54166667,4.083333333,18.375,30.91666667,0.5,0.291666667,0,3.75,1.666666667,3.5,7.875,2.958333333,1.5,0.958333333,1.083333333,15.79166667,15.08333333,0.083333333,0.208333333,0.75,0.541666667,BRS,2019
1,"Lyons, Jarryd",24,14.08333333,3,9.75,23.83333333,0.583333333,0.416666667,0,5.958333333,1.125,4.416666667,5.791666667,3.208333333,1.166666667,0.75,0.541666667,11.875,11.375,0.166666667,0.125,1.041666667,0.125,BRS,2019
2,"Rich, Daniel",24,18,5.708333333,4.5,22.5,0.166666667,0.166666667,0,2,6.458333333,3.25,1.333333333,2.541666667,0.625,1,0,5.666666667,13.20833333,0.375,0.083333333,2.458333333,0.125,BRS,2019
3,"Zorko, Dayne",24,16.83333333,3.916666667,5.5,22.33333333,0.958333333,0.791666667,0,6.666666667,1.166666667,6.75,4.083333333,4.083333333,1.625,1.291666667,0.791666667,10.08333333,12.33333333,0.041666667,0.5,1.541666667,0.541666667,BRS,2019
4,"McCluggage, Hugh",23,13.91304348,3.913043478,8.739130435,22.65217391,1,0.608695652,0,3.652173913,1.739130435,4.260869565,3.347826087,3.130434783,1,0.695652174,0.217391304,8.52173913,14.43478261,0,0.47826087,1,0.304347826,BRS,2019
5,"Robinson, Mitch",23,15.08695652,5.260869565,6.434782609,21.52173913,0.739130435,0.52173913,0,4.304347826,2.260869565,4.826086957,2.565217391,3.739130435,1.565217391,1.347826087,0.217391304,7.869565217,13.69565217,0.434782609,0.47826087,2.304347826,0.043478261,BRS,2019
6,"Witherden, Alex",23,14.43478261,5.52173913,3.869565217,18.30434783,0.086956522,0.130434783,0,1.652173913,4.782608696,1.695652174,0.652173913,2.608695652,0.565217391,0.739130435,0,3.956521739,11.08695652,0.347826087,0.086956522,2.043478261,0.130434783,BRS,2019
7,"Martin, Stefan",24,9.416666667,2.5,7,16.41666667,0.208333333,0.291666667,26.91666667,2.458333333,1.041666667,2.291666667,4.916666667,3.166666667,2.041666667,1.375,0,10.54166667,5.5,0.708333333,0.333333333,2.458333333,0,BRS,2019
8,"Berry, Jarrod",20,10.55,4.45,9.05,19.6,0.4,0.5,0,3.8,1.2,3.6,2.9,2.65,1.85,0.85,0.05,8.15,12.05,0.15,0.45,1.35,0.2,BRS,2019
9,"Hodge, Luke",22,12.63636364,5.818181818,4.272727273,16.90909091,0,0.090909091,0,1.772727273,4.090909091,1.545454545,0.409090909,2.409090909,0.636363636,1.090909091,0,4,10.72727273,0.318181818,0,2.863636364,0.090909091,BRS,2019
10,"Gardiner, Darcy",24,9.958333333,4.666666667,3.625,13.58333333,0.041666667,0,0,2.208333333,3.291666667,1.041666667,0.291666667,2.583333333,0.916666667,1.083333333,0,5.208333333,8.375,0.416666667,0.041666667,5,0,BRS,2019
11,"McCarthy, Lincoln",24,7.458333333,2.916666667,5.625,13.08333333,0.833333333,0.541666667,0,3.916666667,0.208333333,2.625,1.333333333,3.083333333,0.583333333,1.333333333,0.083333333,6.791666667,7.125,0.583333333,0.875,1.166666667,0.5,BRS,2019
12,"Cameron, Charlie",24,9.041666667,3.375,3.25,12.29166667,2.375,1.333333333,0,2.041666667,0.208333333,2.416666667,0.666666667,1.958333333,1.041666667,0.958333333,0.458333333,5,7,0.333333333,1.666666667,0.75,0.458333333,BRS,2019
13,"Andrews, Harris",21,7.761904762,5.523809524,5.047619048,12.80952381,0,0,0,1.571428571,2.476190476,1,0.047619048,1.904761905,0.523809524,0.80952381,0.095238095,5.857142857,7.047619048,1.571428571,0,10.71428571,0.095238095,BRS,2019
14,"McStay, Daniel",24,5,4.166666667,5.083333333,10.08333333,0.875,0.666666667,0.541666667,2.083333333,0.083333333,1.5,0.333333333,1.125,0.375,0.333333333,0,5.208333333,4.916666667,1.75,1.333333333,1.666666667,0,BRS,2019
15,"Hipwood, Eric",23,7.913043478,4.652173913,2.217391304,10.13043478,1.52173913,1.260869565,0.043478261,1.826086957,0.217391304,2.130434783,0.043478261,3.217391304,0.565217391,1.347826087,0.260869565,3.782608696,6.260869565,1.217391304,2.043478261,1.47826087,0.130434783,BRS,2019
16,"Rayner, Cam",24,5.791666667,2.458333333,3.75,9.541666667,0.833333333,1.041666667,0,2.166666667,0.458333333,1.791666667,0.625,2.041666667,1.041666667,0.708333333,0,4.625,5.208333333,0.375,0.666666667,0.708333333,0.041666667,BRS,2019
17,"Answerth, Noah",19,8.210526316,3.684210526,3.578947368,11.78947368,0.105263158,0,0,2.894736842,1.789473684,1.473684211,0.789473684,1.684210526,0.631578947,0.526315789,0,4.315789474,7.631578947,0.315789474,0,2.789473684,0,BRS,2019
18,"Bailey, Zac",15,7.066666667,2.533333333,4.933333333,12,0.333333333,0.333333333,0,1.933333333,1.533333333,2.333333333,0.866666667,2.466666667,0.666666667,0.933333333,0,4.666666667,7.733333333,0.133333333,0.133333333,1.466666667,0.066666667,BRS,2019
19,"Christensen, Allen",13,8.384615385,3.692307692,5.076923077,13.46153846,1.230769231,0.692307692,0,3.384615385,0.384615385,2,0.846153846,2.230769231,0.846153846,1,0,5.461538462,8.076923077,0.307692308,0.769230769,1,0.076923077,BRS,2019
20,"McInerney, Oscar",21,3.619047619,2.619047619,4.619047619,8.238095238,0.476190476,0.333333333,16,2.619047619,0.571428571,0.80952381,1.619047619,1.952380952,0.761904762,0.952380952,0,6.047619048,2.523809524,1.714285714,0.80952381,3.428571429,0,BRS,2019
21,"Mathieson, Rhys",9,7.666666667,2.555555556,7.555555556,15.22222222,0.444444444,0.333333333,0,3.111111111,0.888888889,2.444444444,2.555555556,3.555555556,0.666666667,1.777777778,0,7.222222222,8.444444444,0.222222222,0.222222222,1.333333333,0,BRS,2019
22,"Walker, Josh",11,8.090909091,6.181818182,4.090909091,12.18181818,0,0,0.181818182,1.363636364,1.090909091,0.909090909,0,1.363636364,0.363636364,0.272727273,0,5.181818182,7.181818182,1.545454545,0,4.272727273,0,BRS,2019
23,"Lester, Ryan",9,9,3.555555556,3,12,0,0,0,3.333333333,2.111111111,1.444444444,0.666666667,2,0.777777778,0.666666667,0,4.222222222,7.222222222,0.444444444,0,4.222222222,0,BRS,2019
24,"Adams, Marcus",10,7.4,5.1,3.1,10.5,0,0,0,1.2,3,0.8,0,2.2,0.4,0.8,0,4.8,5.7,1.4,0.1,3.9,0,BRS,2019
25,"Taylor, Lewis",5,10.4,4.2,6,16.4,0.6,1,0,2.4,1.8,2,1,2,1,0.2,0,5.4,11.2,0,0.6,0.8,0,BRS,2019
26,"Robertson, Nick",5,8.2,4.2,5.2,13.4,0,0,0,3,2.6,1,0.6,2.4,0.4,0.6,0,4,9.6,0,0,3.6,0,BRS,2019
27,"Cutler, Tom",3,13.33333333,5,8.333333333,21.66666667,0.333333333,0.666666667,0,2,3,3.666666667,3,2.333333333,1,1,0,8.333333333,12.33333333,0.333333333,0.666666667,1.666666667,0,BRS,2019
28,"Bastinac, Ryan",3,8.666666667,5.333333333,2.666666667,11.33333333,0.666666667,0,0,1.333333333,1.333333333,1.666666667,0.333333333,2.333333333,0.333333333,1,0,3,8.666666667,0,0,1.333333333,0,BRS,2019
29,"Hinge, Mitch",2,8,3,6,14,0.5,0,0,1.5,2,2.5,1.5,2.5,2,0.5,0,6,8.5,0,0,3,0.5,BRS,2019
30,"Keays, Ben",2,7.5,3.5,6,13.5,0,1,0,3,2,3,2,3,0.5,2,0,7,7,0,1,0.5,0,BRS,2019
31,"Allison, Jacob",2,9,3,3,12,0.5,0,0,0.5,1.5,3.5,0.5,3.5,1,1.5,0,5.5,7.5,0.5,0,1,0,BRS,2019
32,"Smith, Archie",2,2,1,7.5,9.5,0,0,18.5,2.5,0,0,1.5,2.5,0,1.5,0,6,3.5,0,0.5,3.5,0,BRS,2019
33,"Cox, Cedric",1,6,4,3,9,0,0,0,2,0,2,0,1,0,0,0,3,6,0,0,1,0,BRS,2019
34,"Starcevich, Brandon",1,7,2,0,7,0,0,0,1,2,1,0,0,0,0,0,2,4,0,0,4,0,BRS,2019
0,"Cripps, Patrick",20,10.6,3.1,17.4,28,0.65,0.3,0,6.15,1.15,3.1,8.5,4.3,2.4,1.95,1.3,17,11.25,0.85,0.25,1.45,0.45,CAR,2019
1,"Walsh, Sam",22,13.5,5.136363636,11.68181818,25.18181818,0.272727273,0.590909091,0,3.136363636,2.090909091,3.045454545,3.227272727,3.909090909,0.590909091,0.909090909,0.272727273,9.636363636,15.81818182,0.136363636,0.136363636,0.727272727,0.590909091,CAR,2019
2,"Curnow, Ed",22,12.13636364,3.818181818,10.40909091,22.54545455,0.409090909,0.363636364,0,5.090909091,1.409090909,3.090909091,4.636363636,3,0.863636364,0.954545455,0.227272727,10.36363636,11.86363636,0.090909091,0.318181818,1.090909091,0.136363636,CAR,2019
3,"Murphy, Marc",19,14.68421053,4.631578947,10.73684211,25.42105263,0.631578947,0.157894737,0,3.421052632,2.368421053,3.789473684,3.368421053,3.052631579,1.157894737,0.842105263,0.315789474,8.526315789,16.10526316,0.052631579,0.210526316,0.684210526,0.315789474,CAR,2019
4,"Newman, Nic",20,16.4,6.75,5,21.4,0.3,0.1,0,3.3,6.55,1.85,0.55,2.85,0.9,0.7,0.15,5.1,13.2,0.45,0.05,2.8,0.6,CAR,2019
5,"Petrevski-Seton, Sam",22,11.13636364,3.954545455,7.954545455,19.09090909,0.181818182,0.181818182,0,4.363636364,1.863636364,1.772727273,2.090909091,2.863636364,0.545454545,0.909090909,0.090909091,8,11.18181818,0.181818182,0.227272727,1.454545455,0.045454545,CAR,2019
6,"Thomas, Dale",20,13.5,5.25,5.8,19.3,0.15,0.15,0,3.05,4.5,2.35,0.45,2,1,0.85,0,4.95,11.2,0.2,0.15,2.7,0.55,CAR,2019
7,"Fisher, Zac",21,9.047619048,2.333333333,8.476190476,17.52380952,0.428571429,0.333333333,0,2.761904762,1.047619048,2.761904762,3.047619048,2.761904762,0.476190476,0.80952381,0,7.047619048,10.85714286,0,0.142857143,0.80952381,0.761904762,CAR,2019
8,"Simpson, Kade",18,14.72222222,4.722222222,5.611111111,20.33333333,0.166666667,0,0,2.555555556,5.611111111,1.666666667,0.777777778,2.166666667,0.833333333,0.555555556,0.111111111,5.333333333,12.27777778,0.111111111,0.055555556,1.666666667,0.944444444,CAR,2019
9,"Gibbons, Michael",21,9.333333333,3.285714286,5.333333333,14.66666667,0.761904762,0.666666667,0,2.714285714,0.380952381,3.19047619,1.666666667,2.714285714,0.619047619,0.952380952,0,4.714285714,9.333333333,0.047619048,0.523809524,0.80952381,0.142857143,CAR,2019
10,"Plowman, Lachie",21,10.47619048,4.571428571,4.047619048,14.52380952,0,0,0,2.285714286,3.619047619,1,0.476190476,1.619047619,0.857142857,0.428571429,0,4.714285714,8.238095238,0.333333333,0.047619048,4.952380952,0.142857143,CAR,2019
11,"Setterfield, Will",18,10.16666667,3.222222222,6.333333333,16.5,0.333333333,0.666666667,0,3.111111111,1.166666667,2.944444444,1.5,2.833333333,0.833333333,0.555555556,0.055555556,5.388888889,11.55555556,0.111111111,0.388888889,1.166666667,0.166666667,CAR,2019
12,"Dow, Paddy",19,7.263157895,2.105263158,7,14.26315789,0.368421053,0.526315789,0,2.631578947,0.421052632,2.631578947,2.578947368,2.631578947,0.578947368,0.842105263,0,6.736842105,7.526315789,0.210526316,0.526315789,0.631578947,0.368421053,CAR,2019
13,"Weitering, Jacob",20,9.95,5.75,3.25,13.2,0,0,0,1.45,3.7,0.85,0.2,2.3,0.3,1.05,0.05,5.35,7.65,1.45,0,6.95,0,CAR,2019
14,"Silvagni, Jack",17,8.588235294,4.294117647,5.235294118,13.82352941,0.764705882,0.647058824,0,3.647058824,0.529411765,2.529411765,0.941176471,3.705882353,0.705882353,1.117647059,0,5.588235294,8.235294118,0.705882353,0.823529412,1.176470588,0.058823529,CAR,2019
15,"Casboult, Levi",20,7.95,5.7,3.2,11.15,0.75,0.55,8.2,2.2,1,1.45,1.2,2.95,0.6,1.5,0,5.5,5.8,1.95,1.1,5.35,0,CAR,2019
16,"OBrien, Lochie",17,9.352941176,4.705882353,3.058823529,12.41176471,0.411764706,0.235294118,0,1.117647059,1.117647059,2.235294118,0.647058824,2.529411765,0.294117647,0.823529412,0,3,9.235294118,0.117647059,0.352941176,0.470588235,0.294117647,CAR,2019
17,"McKay, Harry",20,8.05,6.25,2.3,10.35,1.3,1.5,1,1.6,0.05,1.95,0.2,2.45,1.1,1.3,0.05,5.3,5.5,2.25,2.25,1.75,0.25,CAR,2019
18,"Kreuzer, Matthew",15,8.466666667,2,4.6,13.06666667,0.333333333,0.333333333,31.13333333,2.266666667,1.133333333,2.933333333,5.6,1.6,1.6,0.533333333,0.2,9.133333333,4.4,0.533333333,0.266666667,3.933333333,0,CAR,2019
19,"Marchbank, Caleb",13,9.153846154,5,4.076923077,13.23076923,0,0,0,2.076923077,2.769230769,0.846153846,0.230769231,2.307692308,0.692307692,1,0,4.846153846,8.384615385,0.692307692,0.076923077,4.307692308,0,CAR,2019
20,"Cuningham, David",9,7.222222222,3.111111111,8.777777778,16,0.777777778,0.555555556,0,3.555555556,0.666666667,3.333333333,1.666666667,2.555555556,0.333333333,0.666666667,0,6.888888889,9.888888889,0,0.222222222,0.555555556,0.333333333,CAR,2019
21,"McGovern, Mitch",16,6,3.75,2.5,8.5,1.375,0.6875,0,1.5,0.4375,2.25,0.0625,1.5,0.9375,0.4375,0,3.3125,5.1875,0.4375,1.1875,1.0625,0.0625,CAR,2019
22,"Curnow, Charlie",11,10.45454545,4.454545455,1.818181818,12.27272727,1.636363636,0.727272727,0,1.545454545,0.181818182,2.454545455,0.181818182,1.909090909,1,0.363636364,0.272727273,6.636363636,5.272727273,1.545454545,1.363636364,1,0.090909091,CAR,2019
23,"Jones, Liam",13,6.692307692,4.769230769,2.230769231,8.923076923,0,0,0,2.230769231,2.769230769,0.538461538,0.461538462,1.846153846,0.923076923,1.153846154,0,5.538461538,4,1.923076923,0,8.307692308,0,CAR,2019
24,"Kennedy, Matthew",10,6.2,2.7,4.5,10.7,1.1,0.5,0,1.6,0,1.2,0.8,1.4,0.7,0.4,0.1,5.4,5.7,0.2,0.7,0.3,0.2,CAR,2019
25,"Deluca, Josh",6,5.166666667,2.166666667,6.666666667,11.83333333,0.666666667,0.166666667,0,3.833333333,0.166666667,1.666666667,1,2.333333333,0,0.666666667,0,5.833333333,5.333333333,0.333333333,1,0.833333333,0,CAR,2019
26,"Stocker, Liam",5,8.4,2.4,5.2,13.6,0,0,0,1.8,2.4,1.6,0.8,3.8,0.6,1.6,0,4,7.6,0,0,1.6,0,CAR,2019
27,"Lang, Darcy",8,5.5,3,2.375,7.875,0.625,0.625,0,3,0.125,1.125,0.5,1,0.75,0.5,0,3,5.25,0.125,0.625,0.75,0.125,CAR,2019
28,"Phillips, Andrew",5,6.6,3.6,4.8,11.4,0.2,0.8,29.4,3.4,1,2.6,3.2,3.6,2,2.4,0,6.2,4.2,2,0.8,4,0,CAR,2019
29,"Williamson, Tom",2,6,3,5.5,11.5,0,0,0,1.5,1.5,0.5,0.5,1,0.5,0,0,2.5,9,0,0,3,0.5,CAR,2019
30,"Garlett, Jarrod",2,7.5,2.5,3.5,11,0,0,0,3.5,3,0,0.5,3.5,0,1,0,5,6.5,0,0,2,0,CAR,2019
31,"Polson, Cameron",3,3.666666667,0,3.333333333,7,0.333333333,0.333333333,0,1.666666667,0,1.666666667,0.333333333,2,0,0.666666667,0,3,3.333333333,0,0,1.333333333,0,CAR,2019
32,"Fasolo, Alex",3,3.666666667,2,3,6.666666667,0.666666667,0,0,2.666666667,0,0.333333333,0,2.333333333,0.666666667,1.666666667,0,3,3.666666667,0.333333333,1,0.666666667,0,CAR,2019
33,"Lobbe, Matthew",2,4,1,3,7,0,0,27.5,4.5,0.5,0.5,1.5,5,1,2.5,0,5.5,2,0.5,0,4.5,0,CAR,2019
34,"Schumacher, Angus",1,10,4,3,13,0,0,0,0,3,1,0,2,1,2,0,2,12,0,0,1,0,CAR,2019
35,"Goddard, Hugh",2,4,1.5,2,6,0,0,0,1.5,0,0,0.5,1,0,0.5,0,2,3.5,0,0,2.5,0,CAR,2019
36,"Macreadie, Harrison",1,2,0,0,2,0,0,0,1,1,1,0,1,1,1,0,2,0,0,0,2,0,CAR,2019
0,"Treloar, Adam",24,13.95833333,3.958333333,18.91666667,32.875,0.416666667,0.166666667,0,4.875,0.958333333,3.958333333,5.958333333,4.208333333,1.125,1,0.75,13.08333333,18.79166667,0.083333333,0.208333333,0.666666667,1.041666667,COL,2019
1,"Pendlebury, Scott",24,14.375,4.375,12.91666667,27.29166667,0.5,0.333333333,0,4.666666667,1.291666667,5,4.333333333,2.541666667,1.25,0.375,0.583333333,9.875,17.58333333,0.208333333,0.083333333,1.791666667,0.125,COL,2019
2,"Crisp, Jack",24,14.375,6.166666667,11.20833333,25.58333333,0.083333333,0.208333333,0,3.458333333,2.583333333,3.041666667,2.083333333,3.625,0.833333333,0.583333333,0.041666667,8.375,16.83333333,0.25,0.041666667,2.375,0.583333333,COL,2019
3,"Sidebottom, Steele",23,14.73913043,6.130434783,11,25.73913043,0.434782609,0.304347826,0,3.652173913,2.130434783,3.695652174,2.434782609,2.652173913,0.434782609,0.782608696,0.304347826,7.913043478,18.26086957,0.130434783,0.260869565,1.782608696,0.739130435,COL,2019
4,"Phillips, Tom",24,15.5,5.333333333,8.333333333,23.83333333,0.5,0.416666667,0,2.208333333,2.833333333,3.25,1.625,2.708333333,0.666666667,0.25,0,7.541666667,16.625,0.208333333,0.333333333,0.333333333,0.333333333,COL,2019
5,"Grundy, Brodie",24,9.875,4.375,11.41666667,21.29166667,0.291666667,0.458333333,42.58333333,4.333333333,1.166666667,2.083333333,6.083333333,4.25,2.208333333,1.958333333,0.958333333,13.70833333,8.416666667,1.208333333,0.166666667,2.666666667,0.166666667,COL,2019
6,"Maynard, Brayden",24,12.91666667,4.333333333,6,18.91666667,0.041666667,0.125,0,3.833333333,4.041666667,2.416666667,0.458333333,2.625,1,1,0.041666667,5.333333333,12.54166667,0.291666667,0,2.833333333,0.083333333,COL,2019
7,"Mayne, Chris",21,10.42857143,5.523809524,8.714285714,19.14285714,0.19047619,0.095238095,0,2.666666667,1.761904762,0.952380952,1.428571429,1.666666667,0.714285714,0.428571429,0,5.619047619,12.71428571,0.238095238,0.333333333,2,0.095238095,COL,2019
